Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-03-01,Bulletproof Monk,2003,https://boxd.it/5WNc4J,4,,This movie is like coffee spelled backwards. And it's funny.,,2024-03-01
